year,NAME,state,congressional district,state_name,state_district,Total population,Median household income,Per capita income,Median housing value,Gini index of income inequality,Median gross rent,Median age,Median income,Income in the past 12 months below poverty level,Income in the past 12 months at or above poverty level:,RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS BY NATIVITY OF CHILDREN UNDER 18 YEARS IN FAMILIES AND SUBFAMILIES BY NATIVITY OF PARENTS,Aggregate income deficit in the past 12 months,Aggregate household income in the past 12 months (in 2016 inflation-adjusted dollars),Male PCT,Female PCT,White alone PCT,Black or African American alone PCT,American Indian & Alaska Native alone PCT,Asian alone PCT,Native Hawaiian & Other Pacific Islander alone PCT,Some other race alone PCT, Two or more races PCT,Hispanic or Latino (any race) PCT,Speak only English PCT,Total not enrolled in school PCT,Total enrolled in public school PCT,Total enrolled in private school PCT,"Males 12th grade, no diploma PCT",Males Highschool diploma PCT,Males Bachelor's degree PCT,"Females 12th grade, no diploma PCT",Females Highschool diploma PCT,Females Bachelor's degree PCT,Males unemployed PCT,"$200,000 or more PCT","Less than $10,000 PCT",Veteran PCT,"Agriculture, forestry, fishing and hunting, and mining PCT","Finance and insurance, and real estate and rental and leasing PCT","Professional, scientific, and management, and administrative and waste management services PCT"
2014,"Congressional District 4 (114th Congress), Texas",48,4,Texas,Texas4,719372,48654,23455,111600,0.4448,756,39.3,23983.0,75578,494189,164601,214609000.0,16177642400,0.49450075899534596,0.505499241004654,0.8088527215404547,0.1027326612656595,0.005878738677624372,0.008497689651529389,0.0008187697046868657,0.04479323632279266,0.02842618283725249,0.13571698648265432,,2.8192821437802107,0.9200866662633973,0.07991333373660275,0.01824405820743993,0.3368881407113664,0.12662374287375372,0.014395162261787168,0.3270090988668578,0.1384906963484071,0.00708246484455274,0.03130180078360458,0.05926009644364075,0.09811327714354218,0.03590344182333871,0.04962035586117554,0.0698996666459479
2014,"Congressional District 5 (114th Congress), Texas",48,5,Texas,Texas5,734553,45949,22401,110200,0.4532,810,35.6,23982.0,84969,447966,182373,222275200.0,15683082700,0.5073262242479439,0.492673775752056,0.7469712872998953,0.15696484800960583,0.004413568523986697,0.024568683267238715,0.0004179412513460567,0.042274689505045926,0.024388982142881453,0.2761584256003311,,2.6641911949159627,0.896234007860189,0.10376599213981103,0.02038763130640627,0.31279775114661934,0.12214401961405956,0.02146449729109352,0.2995029451973873,0.14098550186501038,0.0045345435381357905,0.031490723101134765,0.055702807918495814,0.07770970240808898,0.020072969977710537,0.05304954736199833,0.10562279751453796
2014,"Congressional District 6 (114th Congress), Texas",48,6,Texas,Texas6,737480,61209,27414,145300,0.425,942,34.7,30690.0,58762,439906,190507,171852900.0,19503219200,0.48403075337636275,0.5159692466236373,0.682914790909584,0.1964188859358898,0.008535824700330857,0.042062157617833704,0.001082063242393014,0.03387617291316375,0.0351101046808049,0.22591663502739057,,2.3160061423857288,0.8640460398881675,0.1359539601118325,0.0173501795402479,0.2590035170528664,0.18603504146250396,0.014604015900519825,0.24915706859647335,0.2018183671389257,0.004994358889599517,0.04816306630247492,0.045259874453573865,0.08105589542230796,0.0158383457298794,0.07035832774868243,0.09144762424814051
2014,"Congressional District 7 (114th Congress), Texas",48,7,Texas,Texas7,770950,71321,44861,217000,0.5386,1042,34.5,36799.0,70880,460125,194926,202218200.0,33803832200,0.49000453985342757,0.5099954601465724,0.6902081847071795,0.13279719826188469,0.0010856735196835073,0.10745703353006031,6.355794798625073e-05,0.04427135352487191,0.024116998508333872,0.31424346585381674,0.5883168203743866,2.425384006993298,0.8345243215992082,0.16547567840079183,0.012290812007553558,0.16307709839161294,0.27331998437194766,0.015743558215366896,0.1659999844354343,0.28179646217421417,0.004353836808111369,0.17047041043970543,0.053124475256075034,0.05393482954963026,0.05706664672375326,0.08340874247466627,0.16657567712423188
2014,"Congressional District 8 (114th Congress), Texas",48,8,Texas,Texas8,767431,62743,30053,166500,0.4722,977,36.6,29281.0,73193,543545,186366,133922000.0,22413087000,0.5042551056707378,0.49574489432926216,0.8324435682165563,0.08049323001025499,0.0023845791999541326,0.02922086806501171,0.000895194486540158,0.030355823520290422,0.02420673650139231,0.20942208485192806,,2.6938915134384707,0.8741098448907844,0.12589015510921567,0.018928380703732272,0.2571174271643031,0.1886311042544354,0.023018069878908132,0.2569915652124211,0.2113391960414472,0.0018035711421488516,0.09566261700318905,0.050264704956302315,0.09062562232074542,0.061802623033679796,0.05984548609580567,0.1094968159791709
2014,"Congressional District 9 (114th Congress), Texas",48,9,Texas,Texas9,772152,42661,20405,109200,0.4424,852,32.2,22921.0,51499,215888,192727,316203800.0,14800856200,0.49003434556926617,0.5099656544307338,0.34828634776572487,0.38472217905282896,0.0023777701799645667,0.12400926242501477,0.0007550326878645655,0.1185245910131684,0.021324816875433854,0.3770889669391519,,2.4063138779596303,0.9190789933182781,0.08092100668172188,0.025932684063578605,0.25603359201530107,0.1522017279662321,0.020191260711073238,0.23401426565039687,0.15704839905947704,0.010287109147971638,0.03203165165299417,0.06018508169971165,0.03753564373329956,0.019380157081273185,0.0512768892968922,0.12360352815491242
2014,"Congressional District 10 (114th Congress), Texas",48,10,Texas,Texas10,771009,66236,33977,185200,0.464,1061,36.0,33107.0,61155,527008,195706,157230500.0,25122731400,0.4982419141670201,0.5017580858329799,0.771395664642047,0.097988480030713,0.0035070926539119518,0.05144297926483348,0.0001128391497375517,0.05066866923732408,0.024884275021432953,0.278298956302715,,2.611473489730609,0.892591630605774,0.10740836939422602,0.01293604474559247,0.22128574726516462,0.24848222205121767,0.01194866901641579,0.2400911339162269,0.24751426401573423,0.003163291277315202,0.09068461889548152,0.040570515746234596,0.07492254165645351,0.040723741244422226,0.06211740053078613,0.1302580003510209
2014,"Congressional District 11 (114th Congress), Texas",48,11,Texas,Texas11,741069,51266,28541,113300,0.4914,893,35.8,26231.0,81568,543611,170101,151510600.0,20235340600,0.5051850772330242,0.4948149227669758,0.8650247142978589,0.0379451845914483,0.004434135013068959,0.010935553909285101,0.00030901306086207896,0.06041542690356769,0.020935972223908975,0.37479910777538933,,3.017589306971102,0.8918906662736518,0.10810933372634825,0.014870356687042386,0.3269757170685833,0.14424917713441257,0.0221915428796159,0.29572064137123005,0.14210043342537135,0.0021274149034038637,0.05948270768087926,0.06174923815874999,0.08738106800482023,0.14484377178902144,0.05082201169597584,0.07202430579250473
2014,"Congressional District 12 (114th Congress), Texas",48,12,Texas,Texas12,750952,60846,30150,148800,0.4496,969,35.1,30356.0,56511,528045,181110,163234200.0,21813645300,0.4890791954745443,0.5109208045254557,0.7928189817724701,0.09007233484963087,0.004596831754892457,0.03472525540913401,0.000980089273349029,0.04979679127294421,0.027009715667579287,0.22645255622196891,,2.667165681410594,0.8397191892458065,0.1602808107541935,0.017566554022736658,0.2626640148993368,0.19402846717173844,0.01444784367906839,0.25115168262113885,0.19779334846541005,0.006272086049360121,0.0579209526039884,0.04366702095080254,0.0974249967037392,0.03026618695118757,0.0717560619218946,0.10247439449705692
2014,"Congressional District 13 (114th Congress), Texas",48,13,Texas,Texas13,707803,48594,24636,99900,0.4602,732,36.0,24514.0,77368,500241,165228,196276800.0,16799596500,0.5138661463712361,0.48613385362876393,0.8505714160578579,0.05443746353151936,0.008954468969473144,0.018957252229787103,0.001070919450751127,0.03309395410869974,0.03291452565191162,0.26361007229412703,,2.7709752709085858,0.9184995832175604,0.08150041678243956,0.015589854290339988,0.2996438208310847,0.13260658391797087,0.015311899307475577,0.2915492710500215,0.14456995901027814,0.0036833022333550187,0.029259942175418833,0.061679553245701665,0.09515333202467643,0.08204245731210984,0.05075502706584009,0.0678425631613644
2014,"Congressional District 14 (114th Congress), Texas",48,14,Texas,Texas14,724881,51585,27272,122200,0.481,826,36.9,26990.0,62777,438960,166069,251481300.0,19256449000,0.5044648707856876,0.4955351292143124,0.7229876352118486,0.20012250286598765,0.0024238461209495077,0.031216158238386714,3.862702981592841e-05,0.020897223130417267,0.022314007402594357,0.23802389633608828,,2.826650846228638,0.9013474838362365,0.09865251616376351,0.01490861922737931,0.30597592004390267,0.14262135599421283,0.013679365357570599,0.2896661951083124,0.15287254153260638,0.0061569042757727305,0.05277630936890045,0.06710007319453482,0.0825554849018754,0.025491001056118436,0.047562936197284175,0.09468712883077975
2014,"Congressional District 15 (114th Congress), Texas",48,15,Texas,Texas15,764850,40614,16937,90000,0.4851,698,30.3,18324.0,192864,472684,234140,506356000.0,12238094600,0.49377263515722036,0.5062273648427796,0.8856468588612146,0.018900437994377982,0.0034359678368307512,0.01028436948421259,0.0004759103092109564,0.07144538144734261,0.009811074066810485,0.8143505262469766,,1.9891065027634995,0.9094444604488269,0.0905555395511731,0.023453936994902547,0.2691954683021195,0.1300956890505933,0.017580268859015664,0.2369070103321853,0.15827574713920675,0.009366043143762257,0.023368791356059973,0.11946142893039619,0.05531265808906269,0.04171285700154517,0.04138881403685903,0.08056731395670104
2014,"Congressional District 16 (114th Congress), Texas",48,16,Texas,Texas16,735246,41347,19186,120600,0.4629,747,32.1,20716.0,128392,470337,195527,305276900.0,12974127700,0.49334644459133403,0.506653555408666,0.8254380166638104,0.043400440124801765,0.005409073969800584,0.012375449849438147,0.0008582161616656194,0.09039831566577716,0.022120487564706234,0.7917962151443191,,2.119514714628769,0.9243720401930051,0.07562795980699487,0.018362165112360884,0.2634536437198927,0.15747134619491707,0.01815535435261885,0.23382777884800615,0.15749480939232433,0.008290112270615926,0.022895682887717348,0.09581180367043632,0.08702428077174827,0.007522128383520316,0.05392324317376996,0.10343264752537534
2014,"Congressional District 17 (114th Congress), Texas",48,17,Texas,Texas17,740151,48600,24447,138600,0.4619,883,32.3,24181.0,87917,441226,162888,210729800.0,17436733900,0.4955853602845906,0.5044146397154095,0.7449115112997212,0.13258645870910124,0.00338579560116787,0.04519077863841297,0.00012429896061749563,0.046175712793740734,0.027625443997238402,0.24591603605210288,,2.0800122796473492,0.8775667273442669,0.12243327265573317,0.016006210949122284,0.2680098928890211,0.1771747619756025,0.01674663696341359,0.2557878502270585,0.1847185331162711,0.007004865086513307,0.034023018905350456,0.07540887602189487,0.07906436827772317,0.029517060397142744,0.056531476757930695,0.09469043565801157
2014,"Congressional District 18 (114th Congress), Texas",48,18,Texas,Texas18,750812,42166,23238,107900,0.495,845,31.8,23895.0,61975,265559,194430,288618400.0,16391408000,0.5033350559127984,0.4966649440872016,0.448458468964268,0.39343936964246706,0.004034298865761335,0.03307618951215484,0.00023041720164302117,0.10389551578823993,0.016865740025465762,0.41157173833129995,,2.1972639246690946,0.9129874744603358,0.08701252553966421,0.024566404490943352,0.28742562093674995,0.13668696743279105,0.01715295599930661,0.271618770585027,0.1445422989273589,0.00677170792852614,0.07248224522974245,0.06048601009668863,0.04471233318550175,0.031142931812372737,0.051128514852053844,0.13660213497376517
2014,"Congressional District 19 (114th Congress), Texas",48,19,Texas,Texas19,719594,45428,23286,94600,0.4711,779,32.9,22544.0,83725,469794,166901,213556000.0,16276755000,0.5084464295144207,0.49155357048557935,0.807487277548173,0.06175426698944127,0.008400570321598012,0.013727185051570747,0.00023485465415220248,0.07809959504943065,0.030296250385634122,0.3558200874381943,,2.333352628481568,0.8778424165243649,0.12215758347563505,0.01712663259511641,0.30363657013060763,0.1284452015900057,0.012082963338830395,0.28039995650676863,0.15652126637791994,0.004871343337481774,0.03462507320065811,0.07998159526310408,0.07540444251912046,0.08442237884975928,0.05774830698042633,0.062028800510590766
2014,"Congressional District 20 (114th Congress), Texas",48,20,Texas,Texas20,762801,46345,20947,116500,0.4414,867,31.5,22429.0,123202,480180,192763,274492000.0,14777673200,0.49144010036693714,0.5085598996330629,0.804204504189166,0.05459877477874308,0.006300463685810585,0.03363655789648939,0.0007052953522609436,0.07093462121837806,0.029619782879151967,0.6883682638066809,,2.2053717770219063,0.897741492042791,0.10225850795720907,0.013073283854892745,0.2550972087609589,0.15549861256787795,0.01351528509508632,0.2569870623612215,0.14858620039820725,0.00832825333958202,0.021491057445811014,0.081929357313144,0.1016184645188339,0.012669947717297271,0.09475697367926139,0.10684825285500592
2014,"Congressional District 21 (114th Congress), Texas",48,21,Texas,Texas21,766190,60971,35186,229600,0.4693,1054,37.8,31672.0,83423,576503,148253,139760900.0,25806660100,0.5010937234889519,0.4989062765110482,0.8796029705425548,0.032407105287200304,0.005117529594487007,0.031505240214568186,0.00012660045158511597,0.026310706221694357,0.02492984768791031,0.30147613516229654,,2.795874844015302,0.8267086717263671,0.17329132827363297,0.009719143074917105,0.1835803744501062,0.2817197311759312,0.01124838172739042,0.1948881080081376,0.2778398372480118,0.0053864613932018465,0.07336718293395675,0.059435271770894214,0.10571652568599134,0.017111191672277176,0.08557667408980268,0.14595784349267182
2014,"Congressional District 22 (114th Congress), Texas",48,22,Texas,Texas22,814594,89689,38407,206900,0.4304,1117,35.5,41724.0,40444,464027,223532,128218200.0,30455140600,0.49480231870109526,0.5051976812989047,0.6245651207840961,0.13611443246574367,0.004413241442976501,0.1777118417272899,0.0006641345259110673,0.034703177288317864,0.02182805176566486,0.24456109423835679,,2.168346004146812,0.872774524187714,0.12722547581228605,0.015650380609612383,0.17663709908589992,0.28179443895913625,0.009703068146085082,0.18113516912986838,0.27153616938442415,0.0022966640374889806,0.1460992171918053,0.026222345196509067,0.05841550388128362,0.05625443221410292,0.06021130741323138,0.12849309859299685
2014,"Congressional District 23 (114th Congress), Texas",48,23,Texas,Texas23,743201,51528,23890,106000,0.4947,795,32.8,22761.0,112310,506485,203548,259458500.0,16761636900,0.5007084220823169,0.4992915779176831,0.8536048794336929,0.03378628392588277,0.006369743851259619,0.012050575820000242,0.00046824479514962977,0.07529591590969334,0.018424356264321495,0.677285148970467,,2.336881485141526,0.9146702430531046,0.08532975694689536,0.022732582169748595,0.25746221719050444,0.11969198698941542,0.01237255176763253,0.2557461196173925,0.14937283206615046,0.006634320416884818,0.053169399466055665,0.08400417335801888,0.08567713901701439,0.07272222383669305,0.06866344418290017,0.08285464273375116
2014,"Congressional District 24 (114th Congress), Texas",48,24,Texas,Texas24,759022,63409,39073,213900,0.4863,989,35.6,35502.0,50784,457026,175386,158292300.0,28993852400,0.4906036979165294,0.5093963020834705,0.6725180561301254,0.1099283024734461,0.0027324636176553514,0.12259591948586471,0.003982756758038634,0.054999723328177576,0.033242778206692296,0.24171367891839762,0.6558373465075832,2.8357021665706448,0.8355383127282722,0.1644616872717278,0.013114252592258646,0.17385844013653637,0.2938711599149868,0.01142667820132894,0.18584181560492555,0.2764858547000681,0.0034401770778770932,0.12074269806068041,0.035195583447364696,0.06613754783174298,0.007933368337013514,0.11064759205848013,0.15555060069671708
2014,"Congressional District 25 (114th Congress), Texas",48,25,Texas,Texas25,748022,61319,32315,189700,0.4927,998,35.8,28896.0,75537,520264,174225,171912500.0,23459512000,0.488740972859087,0.511259027140913,0.8307148720224806,0.07122918844632913,0.0046068163770584284,0.029640839440551212,0.0011189510468943428,0.025973834994157927,0.036715497672528345,0.18298927036905333,,2.462941556127118,0.8660039110289088,0.13399608897109114,0.014476028850233347,0.212982605006364,0.21189223589308442,0.01671710451428549,0.2211375795328317,0.23158626049480116,0.007286387259968349,0.07611671785870996,0.059407634927599824,0.10084564408893149,0.03195041108344798,0.05744631530145618,0.12844589082129385
2014,"Congressional District 26 (114th Congress), Texas",48,26,Texas,Texas26,783257,78796,35013,197500,0.4307,1067,34.8,36024.0,47187,577310,209946,102882800.0,26542229100,0.49357490580997043,0.5064250941900296,0.809056286761561,0.06402113227203843,0.004186365394755489,0.056109297459199216,0.0001723572211930439,0.031764797505799504,0.03468976338545331,0.17753687486993414,,2.228197549533449,0.8766990875191174,0.12330091248088258,0.010484350381834887,0.20442820381710172,0.2806288947366233,0.01157676380906333,0.20466189922873565,0.276789543870047,0.004253489392076091,0.09407149829733827,0.030620920471976933,0.07755967347743713,0.012085298147478519,0.09321152100598484,0.1314156255304076
2014,"Congressional District 27 (114th Congress), Texas",48,27,Texas,Texas27,726394,50656,25453,114900,0.4624,852,36.3,23599.0,95959,523588,171786,213606900.0,17749539100,0.4950977017981977,0.5049022982018023,0.867695768412184,0.0540574399017613,0.0032681988012015517,0.015502606023728169,0.000180342899308089,0.036465058907424894,0.02283058505439197,0.5152492999666848,,2.940748728313583,0.916048936638683,0.08395106336131702,0.017259402976085487,0.31471308178427465,0.12500591517425028,0.01823373528626307,0.29025247026438505,0.1261406355923499,0.0076154581357185365,0.03298413073026612,0.07342869754858898,0.095439799454398,0.06101066267638337,0.04306045825530326,0.08198696682824076
2014,"Congressional District 28 (114th Congress), Texas",48,28,Texas,Texas28,725977,43999,18184,103200,0.4731,768,31.5,20439.0,179161,455437,212959,433147000.0,12360044800,0.48478808557295894,0.5152119144270411,0.883395754961934,0.040628008876314264,0.0018430335947282077,0.009872213582523964,0.0002920202706146338,0.04467359158761228,0.019295377126272596,0.7693494421999595,,2.1613049200009233,0.9300856555768476,0.0699143444231524,0.027678894654277784,0.294472265797836,0.10830718796508587,0.01943881151678116,0.26582306750877693,0.11956745071064222,0.006283570719100473,0.020066653256277964,0.11960616950368877,0.0688896614558358,0.04763449863931338,0.05376456632475054,0.07772311771683763
2014,"Congressional District 29 (114th Congress), Texas",48,29,Texas,Texas29,749098,39580,16416,87900,0.4259,799,30.4,21767.0,132679,415080,218451,336943000.0,11432083600,0.5028100462155819,0.49718995378441805,0.7344419555251783,0.11430280150260713,0.009090933362523996,0.012453644249484046,0.0005873730806917119,0.1168805683635519,0.012242723915962931,0.7703891880635111,,2.3317554240631164,0.9419085188315958,0.05809148116840424,0.024683346220405758,0.2898532714753857,0.05655123531794249,0.017341696318350155,0.2680769370416092,0.06800976690145959,0.008865455097682981,0.011192121958147902,0.0730928258056371,0.029714169197830924,0.012747467599062007,0.03699494419421971,0.09755666040938232
2014,"Congressional District 30 (114th Congress), Texas",48,30,Texas,Texas30,744247,40536,19731,102600,0.4716,881,33.0,22483.0,87591,259659,197483,377494900.0,13871683100,0.48026260099133755,0.5197373990086624,0.4795719700583274,0.43102894603538877,0.002425270105220444,0.019865716623647795,0.0008384313272341037,0.04452285330004689,0.021746812550134567,0.38952793897724813,,2.381505859077766,0.9021362806269975,0.09786371937300259,0.021735161527406528,0.2899020209065758,0.12349672544788103,0.0179706476699802,0.27114776183380623,0.12580678083729666,0.00650539976100334,0.03345532479090422,0.07642779952232626,0.05466740944567303,0.0028605888174171204,0.08075210291934685,0.10909821870361207
2014,"Congressional District 31 (114th Congress), Texas",48,31,Texas,Texas31,776518,62772,29341,185300,0.4221,941,34.4,31017.0,54375,525139,197514,143708200.0,21466814500,0.4977283205283071,0.5022716794716928,0.7620982385469494,0.1126078210678954,0.006377186362711489,0.04702144702376507,0.003408807007693318,0.03385240264874736,0.03463409734223804,0.2375643578126972,,2.3933891144818547,0.8810659722854489,0.11893402771455105,0.01267740690159028,0.23122361467988925,0.22556153772711612,0.01501724741485441,0.23251953854807053,0.22000778788629685,0.004965302703996172,0.057062274580708346,0.042385889576329445,0.13435808100156857,0.013587520338964543,0.0682297183667675,0.12381651796927041
2014,"Congressional District 32 (114th Congress), Texas",48,32,Texas,Texas32,747437,65082,40278,178300,0.5217,1016,36.4,32495.0,44126,475383,167142,148723300.0,29375144300,0.4936576594415315,0.5063423405584685,0.7014771813544152,0.12243172334256934,0.002715947966183103,0.07611343832322992,0.000433481350267648,0.06418868747466341,0.03263954018867142,0.25830136854343577,,2.7715412780511346,0.8193554140394683,0.1806445859605317,0.016213834872508534,0.17340733451636411,0.2748529102968968,0.016911692926453073,0.18474003787656923,0.2567836154552022,0.006960714869503623,0.12209462475897377,0.03205767531986436,0.060367316302482196,0.010914626411264746,0.09708486616770265,0.17509070150957756
2014,"Congressional District 33 (114th Congress), Texas",48,33,Texas,Texas33,742701,35311,14527,81400,0.4202,784,29.8,19845.0,131876,362678,220246,409537000.0,9969125100,0.5041275021845938,0.4958724978154062,0.6704286112446327,0.17084398701496295,0.006042808613425861,0.023827893055213337,0.0006314788858504297,0.10704173011750355,0.02118349106841111,0.632180379452835,,2.2994754679304186,0.9350077109495484,0.06499228905045164,0.028029145881690608,0.2898760054083238,0.06630272769643245,0.0249105461393597,0.2809463276836158,0.05925141242937853,0.010779825192023914,0.0067375345203236235,0.07699246450825019,0.036498269461688784,0.007140042556545039,0.04838206320435023,0.10570100086689259
2014,"Congressional District 34 (114th Congress), Texas",48,34,Texas,Texas34,717582,35451,16208,74700,0.4891,655,32.5,17912.0,201821,446410,200559,502558500.0,10836013400,0.49664149881128566,0.5033585011887143,0.9256112890234147,0.013315551393429602,0.0026017932445351194,0.00551853307357208,0.0,0.04400890769277936,0.008943925572269093,0.8378624324467447,,2.280376386630793,0.9627881770091459,0.03721182299085411,0.018703551387313902,0.28198901050766784,0.09258330940433837,0.015153996633456167,0.249793003048087,0.12344297347709385,0.007329514243113866,0.01657556522576102,0.15118111033997134,0.058578360385166256,0.05905941290275988,0.03843537027112292,0.07301275984355222
2014,"Congressional District 35 (114th Congress), Texas",48,35,Texas,Texas35,767436,40856,18965,114600,0.4479,891,31.4,21653.0,143229,438364,190789,340544400.0,13322535100,0.49833992671701616,0.5016600732829839,0.7738378183978859,0.1027447239900135,0.005590042687598705,0.013031705575448636,0.0003909120760558535,0.07778889705460781,0.026615900218389547,0.609455381295639,,2.3420019178957943,0.9069592218822777,0.09304077811772227,0.025113618387580857,0.29400120565890114,0.11644014245586733,0.024075550325407973,0.26768654544534287,0.14112540965974515,0.0067091138707640495,0.017387938531450604,0.10472475380910969,0.07681881885433484,0.013336846472098577,0.05366412898451603,0.10477188891006739
2014,"Congressional District 36 (114th Congress), Texas",48,36,Texas,Texas36,731297,54560,26203,116900,0.4516,866,36.7,26394.0,78143,512536,174949,193178200.0,18343594200,0.5020942243712199,0.4979057756287801,0.8252707176427635,0.09056648666683988,0.004348438459340049,0.019524215195741264,0.0,0.03711351202042398,0.023176630014891352,0.24176497373844005,,2.727829907537805,0.9218106344710456,0.07818936552895443,0.014187691333262958,0.33482529293782326,0.12453921672120764,0.014901814566244096,0.3209627972491507,0.13276990637169608,0.006741956693099302,0.044526575962671226,0.04986255803746737,0.08323539527432772,0.041914936673080196,0.042130148624731384,0.08477102411979918
2014,"Congressional District 1 (114th Congress), Utah",49,1,Utah,Utah1,727828,62017,25114,197700,0.4214,817,30.6,26842.0,63593,583609,221634,131333100.0,17916416900,0.5057293756217128,0.49427062437828717,0.90035832641778,0.010139758294542117,0.011460125194414065,0.01695867705007227,0.0025363135246239494,0.03118181768219964,0.027364981836367933,0.12037596794847134,,1.922071517685538,0.9209756549887042,0.07902434501129582,0.015164779440960213,0.24666924994139794,0.1967402899965078,0.015460063852696812,0.26568928468992886,0.20171903873009306,0.004344493213796538,0.04213453056814318,0.04553435452246445,0.08137957955057627,0.03598799297384441,0.051105055463317214,0.1007874347313458
2014,"Congressional District 2 (114th Congress), Utah",49,2,Utah,Utah2,729552,53651,23668,206800,0.4478,848,31.6,23747.0,66496,528495,202023,152296600.0,16683381100,0.5087670241463255,0.4912329758536746,0.8292678246375859,0.011465940741715464,0.011010866943000635,0.024632925411759547,0.012537831436278702,0.0836938285413514,0.027390782288308442,0.16122634164528368,,2.0946953344400483,0.895273021821273,0.10472697817872705,0.02312440389425759,0.24277924742212384,0.18710072162536667,0.017616532721010332,0.24116188289322618,0.1858691159586682,0.007701182849156247,0.04108502538071066,0.055616443624057835,0.0672360991758416,0.01955842809082249,0.062298778502610605,0.1068599196922743
2014,"Congressional District 3 (114th Congress), Utah",49,3,Utah,Utah3,721048,65144,26286,263800,0.4415,909,28.4,25064.0,71274,571965,215478,127107800.0,18466672800,0.5005547480888929,0.49944525191110717,0.9069312999966715,0.007722093397388246,0.01645937579745038,0.019629761125472923,0.006920482408938102,0.016030832898780663,0.026306154375298176,0.09762179494291642,,1.6776997620389504,0.7747823908823345,0.22521760911766547,0.017831453598799972,0.17140823943193279,0.25368992827485937,0.013776903692451626,0.19029631157229732,0.25539331324725495,0.00515458862342278,0.062287513327566435,0.04012854815023437,0.05158112493347791,0.012678920773122356,0.07222935208868694,0.13715447856523927
2014,"Congressional District 4 (114th Congress), Utah",49,4,Utah,Utah4,764474,63365,24474,229600,0.3953,966,30.7,27996.0,55178,590255,239132,148721300.0,18027318400,0.4962196229041145,0.5037803770958855,0.8551984763379787,0.015967841940994723,0.006059068065100971,0.028244256835418865,0.01235097596517344,0.05650551882732441,0.025673862028008802,0.15889879838948087,,2.0577276072374153,0.8699912873565163,0.1300087126434837,0.019611947361715294,0.22627454906172076,0.20760452121366557,0.020838971583220567,0.2456458160548256,0.18242612073857437,0.0027171261512133242,0.03880577045294902,0.0418639767194048,0.05846265305766649,0.013406959543093015,0.07842453816660858,0.13038919978153654
2014,"Congressional District (at Large) (114th Congress), Vermont",50,0,Vermont,Vermont0,626562,54166,29178,214600,0.4406,917,42.8,26799.0,66128,503639,117001,117129200.0,17999090000,0.4923950064000051,0.5076049935999949,0.9446040455693132,0.009837813336908398,0.004010776267951137,0.015853179733210758,0.0005825441057708575,0.00458374430622987,0.020527896680615804,0.01719702120460545,,3.1588803577166846,0.8088417281435243,0.19115827185647574,0.013791275622003569,0.3439678550638213,0.20472519203191777,0.01103592292035632,0.2717083873014195,0.21241398147903395,0.0053141971299716295,0.03471476225476339,0.059926984306472066,0.08671913116256193,0.026315223039811077,0.04078582827764129,0.08198984659190495
2014,"Congressional District 1 (114th Congress), Virginia",51,1,Virginia,Virginia1,770044,77184,34701,294100,0.412,1241,37.9,34567.0,31699,513776,183054,79807300.0,25633623100,0.4931887009054028,0.5068112990945972,0.7263416116481656,0.1678813158728592,0.0037608240568071435,0.03661608947021209,0.0003467334334141945,0.02407265039400346,0.040980775124538335,0.0931674034211032,,2.512049304875105,0.8603407224375997,0.1396592775624003,0.013269272908770705,0.25280602514263456,0.20065413051770453,0.011198122101860582,0.25204625478613896,0.2118600042329671,0.00385866030782571,0.09247813297298879,0.030665060076394343,0.14757192590181567,0.009267600251139683,0.059629295989954416,0.13785657740288812
2014,"Congressional District 2 (114th Congress), Virginia",51,2,Virginia,Virginia2,732346,61484,30557,236500,0.4194,1113,35.2,30907.0,34773,432913,149269,120438600.0,21335984800,0.4992817602608603,0.5007182397391396,0.6712332695201448,0.2163103232625016,0.0027377769524241273,0.050517105302684794,0.0004738197518659213,0.018605959478170155,0.040121745732208544,0.07469829834531765,0.89227603117611,2.7357752451630004,0.8167558971640604,0.18324410283593956,0.011087344479742814,0.23599843055854397,0.1960283005733524,0.013581926624373112,0.22983673211093356,0.2159660807796358,0.004774274820824932,0.05712327913785585,0.041368176249506845,0.1805839010774633,0.006124385153182608,0.07250302862230526,0.10751828120210763
2014,"Congressional District 3 (114th Congress), Virginia",51,3,Virginia,Virginia3,753380,40679,22859,166600,0.4698,923,32.9,23349.0,37246,213165,154431,334406000.0,15839901300,0.48143035387188404,0.518569646128116,0.34959515782208184,0.5714154875361703,0.004680241047014787,0.02123762244816693,0.0006596936472961852,0.017275478510180787,0.03513631898908917,0.06068783349704,,2.50281543778245,0.8699726914618526,0.13002730853814737,0.02416039297346361,0.32496395963479097,0.1369978820723655,0.024569360153597133,0.27166140640271347,0.1392572790592562,0.01185704890833255,0.03654608299100599,0.05694095079534556,0.1262011869310862,0.0027926916283585405,0.063041723690213,0.10801136961785451
